url,type,creation_date,updated_date,expiration_date,domain_name,registrar_url
http://peluqueriadeautor.com/index.php?option=com_virtuemart&page=shop.browse&category_id=31&Itemid=70,defacement,2025-04-07 04:55:04,2025-04-07 05:05:58,2026-04-07 04:55:04,PELUQUERIADEAUTOR.COM,"['http://www.ionos.com', 'http://ionos.com']"
movies.yahoo.com/shop?d=hv&cf=info&id=1800340831,benign,1995-01-18 05:00:00,2024-12-18 09:10:56,2026-01-19 05:00:00,YAHOO.COM,http://www.markmonitor.com
cyndislist.com/us/pa/counties,benign,1997-12-01 05:00:00,2024-10-01 07:12:42,2029-11-30 05:00:00,CYNDISLIST.COM,http://networksolutions.com
http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb,malware,2014-07-05 18:43:20,2023-07-04 07:58:27,2025-07-05 18:43:20,824555.COM,"['http://www.godaddy.com', 'https://www.godaddy.com']"
http://www.raci.it/component/user/reset.html,defacement,1996-07-16 00:00:00,2024-05-29 00:47:44,2025-05-13 00:00:00,raci.it,
https://docs.google.com/spreadsheet/viewform?formkey=dGg2Z1lCUHlSdjllTVNRUW50TFIzSkE6MQ,phishing,1997-09-15 04:00:00,2019-09-09 15:39:04,2028-09-14 04:00:00,GOOGLE.COM,http://www.markmonitor.com
psychology.wikia.com/wiki/Phonemes,benign,2003-12-09 00:08:32,2023-07-25 15:23:13,2026-12-09 00:08:32,WIKIA.COM,"['http://www.tucows.com', 'http://tucowsdomains.com']"
info.centriq.com/content/fivereasons,benign,1998-10-05 04:00:00,2024-10-04 17:33:52,2025-10-04 04:00:00,CENTRIQ.COM,"['http://www.godaddy.com', 'https://www.godaddy.com']"
articles.baltimoresun.com/1991-06-11/sports/1991162162_1_james-koehler-texas-rangers-terrell-lowery,benign,1997-10-23 04:00:00,2024-09-21 23:01:38,2025-10-22 04:00:00,BALTIMORESUN.COM,"['http://gcd.com', 'https://gcd.com']"
infinitysw.com/,benign,1997-10-10 04:00:00,2024-10-08 08:38:54,2025-10-09 04:00:00,INFINITYSW.COM,"['http://www.tucows.com', 'http://tucowsdomains.com']"
strawberrycreekgardens.com/,benign,,,,,
http://earth-sure.com/industrial-tech/everlast-impact-resistant-dumpster-enclosure,defacement,2009-07-07 18:40:17,2024-07-08 10:45:46,2025-07-07 18:40:17,EARTH-SURE.COM,"['http://www.godaddy.com', 'https://www.godaddy.com']"
spoke.com/dir/p/desantis/nick,benign,1996-12-09 05:00:00,2024-08-14 14:16:09,2027-12-08 05:00:00,SPOKE.COM,"['http://www.godaddy.com', 'https://www.godaddy.com']"
wordsmith.org/words/pignus.html,benign,1995-02-28 05:00:00,2024-04-20 16:29:53,2026-03-01 05:00:00,wordsmith.org,"['https://domains.squarespace.com', 'https://domains2.squarespace.com']"
http://interpark.com/displaycorner/FreeMarket.do?_method=itemCateList&free1=pc&free2=007001008003&free3=item&disp_no=007001008003,benign,1996-02-11 05:00:00,2025-01-15 08:20:55,2026-02-12 05:00:00,INTERPARK.COM,http://www.gabia.com
http://www.newtec.ac.uk/courses/health-and-social-care/level-2-diploma-in-health-a-social-care-.html,defacement,1996-08-01 00:00:00,,,ac.uk,
http://www.kingsmillshotel.com/spring/mothers-day,defacement,2007-09-17 16:38:20,2024-09-23 09:46:32,2034-09-17 16:38:20,KINGSMILLSHOTEL.COM,http://www.meshdigital.com
almanac.logos.com/Denominations,benign,1992-03-10 05:00:00,2024-03-04 14:54:23,2033-03-31 11:59:59,LOGOS.COM,http://www.godaddy.com
gaming.wikia.com/wiki/Backbreaker_(video_game),benign,2003-12-09 00:08:32,2023-07-25 15:23:13,2026-12-09 00:08:32,WIKIA.COM,"['http://www.tucows.com', 'http://tucowsdomains.com']"
ceu.hu/,benign,,,,,
registry.weddingchannel.com/coupledir/20108/C/R314763282/JARED_CLOUGH_AND_TAJAI_RITCHIE.htm,benign,1998-08-19 04:00:00,2024-07-19 23:03:07,2025-08-18 04:00:00,WEDDINGCHANNEL.COM,http://gcd.com
linkedin.com/pub/george-cleveland/7/80a/599,benign,2002-11-02 15:38:11,2024-10-01 11:01:31,2025-11-02 15:38:11,LINKEDIN.COM,http://www.markmonitor.com
sunshinemills.com/,benign,1998-03-17 05:00:00,2025-03-16 13:45:25,2026-03-16 04:00:00,SUNSHINEMILLS.COM,http://www.godaddy.com
agoda.com/north_america/canada/montreal_qc/attractions/hotels_near_mcgill_university_centre_for_continuing_education.html,benign,2004-03-16 11:48:19,2025-02-12 09:31:20,2027-03-16 10:48:19,AGODA.COM,http://www.markmonitor.com
ctv.ca/generic/WebSpecials/sponsorship_scandal/,benign,2000-09-22 00:34:13,2023-11-16 21:20:06,2026-11-10 05:00:00,ctv.ca,Markmonitor.com
http://www.approvi.com.br/ck.htm,defacement,2003-04-17 00:00:00,2024-04-04 00:00:00,2026-04-17 00:00:00,approvi.com.br,
http://www.shaborooz.ir/index.php?view=article&catid=7:1390-01-27-09-09-55&id=23:1390-04-12-08-07-33&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=2,defacement,,,,shaborooz.ir,
veoox.com/tags/game.html,benign,2017-04-22 10:43:05,2025-04-23 17:16:17,2026-04-22 10:43:05,VEOOX.COM,http://www.godaddy.com
chuckwalkertrio.blogspot.com/,benign,,,,,
aerosolesshoes.org/,benign,,,,,
http://www.juventudelirica.com.br/index.html,defacement,,,,,
http://www.myenrg.com/southwest/9-texas,defacement,2008-10-28 20:52:46,2023-12-05 20:11:46,2025-10-28 20:52:46,MYENRG.COM,http://www.fastdomain.com
recipelink.com/msgbrd/board_14/2007/DEC/29094.html,benign,1999-03-06 05:00:00,2025-02-04 09:05:27,2026-03-06 05:00:00,RECIPELINK.COM,http://www.namecheap.com
http://www.musimagen.com/lista_socios.php?letra=\303%91,defacement,2000-03-15 22:49:01,2024-09-01 04:45:48,2026-03-15 21:49:01,MUSIMAGEN.COM,"['http://www.loading.es', 'https://www.loading.es']"
ideas.repec.org/f/pma235.html,benign,2000-02-27 15:05:13,2025-02-02 07:41:33,2028-02-27 15:05:13,repec.org,http://www.register.com
peopleaz.org/firstname/Fowlkes/6,benign,,,,,
orensamtraktrip.wordpress.com/,benign,2000-03-03 12:13:23,2023-08-28 07:34:11,2033-03-03 12:13:23,WORDPRESS.COM,http://www.markmonitor.com
retajconsultancy.com,phishing,2024-11-15 19:19:43,2025-03-21 07:47:11,2025-11-15 19:19:43,RETAJCONSULTANCY.COM,http://www.gname.com
alexa.com/whatshot?q=james+arness,benign,1996-07-17 04:00:00,2025-04-30 17:51:19,2026-07-16 04:00:00,ALEXA.COM,http://www.markmonitor.com
jpopasia.com/group/arashi/discography/,benign,2006-10-27 08:49:35,2025-01-28 20:48:28,2025-10-27 08:49:35,JPOPASIA.COM,"['http://www.key-systems.net', 'http://www.transip.nl']"
kitsapsun.com/photos/2011/feb/25/177999/,benign,2004-01-30 15:00:47,2024-12-31 23:06:51,2026-01-30 15:00:47,KITSAPSUN.COM,"['http://gcd.com', 'https://gcd.com']"
local.yahoo.com/info-42862457-oakland-international-airport-oakland,benign,1995-01-18 05:00:00,2024-12-18 09:10:56,2026-01-19 05:00:00,YAHOO.COM,http://www.markmonitor.com
tripadvisor.com/Restaurant_Review-g680765-d1768647-Reviews-Yacha_Yacha-Miyakojima_Okinawa_Prefecture_Kyushu_Okinawa.html,benign,1999-03-23 05:00:00,2025-03-19 05:07:45,2026-03-23 04:00:00,TRIPADVISOR.COM,"['http://cscdbs.com', 'www.cscprotectsbrands.com']"
articles.elitefts.com/articles/training-articles/five-great-exercises-for-building-a-dominant-defensive-lineman/,benign,2000-11-04 14:32:18,2023-11-02 15:17:37,2026-11-04 14:32:18,ELITEFTS.COM,"['http://www.enomdomains.com', 'WWW.ENOMDOMAINS.COM']"
broadwaystars.com/classic/?source=www.playbill.com,benign,1999-09-11 18:08:10,2020-01-11 20:13:18,2029-09-11 18:08:10,BROADWAYSTARS.COM,"['http://www.cloudflare.com', 'https://www.cloudflare.com']"
http://www.pn-wuppertal.de/links/2-linkseite/5-httpwwwkrebshilfede,defacement,,2018-07-27 08:34:44+02:00,,pn-wuppertal.de,
forums.networkinfrastructure.info/motorola-wireless-lan-switches/,benign,2008-06-13 15:27:02,2024-06-11 02:14:18,2025-06-13 15:27:02,networkinfrastructure.info,
youtube.com/watch?v=mwpoPQ1SPJU,benign,2005-02-15 05:13:12,2025-01-14 10:06:34,2026-02-15 05:13:12,YOUTUBE.COM,http://www.markmonitor.com
mccall-idchamber.org/,benign,2020-01-25 20:25:35,2025-03-11 20:26:13,2026-01-25 20:25:35,mccall-idchamber.org,http://www.namesilo.com
chacha.com/question/who-said-the-quote-%27say-what-you-mean%2C-mean-what-you-say-and-put-a-beat-to-it%27,benign,2000-03-09 11:37:42,2020-07-29 04:31:48,2027-03-09 10:37:42,CHACHA.COM,http://www.net.cn
friars.com/sports/m-baskbl/archive/prov-m-baskbl-2003.html,benign,1997-04-21 04:00:00,2025-04-22 14:00:50,2026-04-22 04:00:00,FRIARS.COM,"['http://www.godaddy.com', 'https://www.godaddy.com']"
http://asociacionkaribu.org/index.php/servicios/centro-jambo,defacement,2003-11-18 15:39:39,2024-11-16 06:54:01,2025-11-18 15:39:39,asociacionkaribu.org,https://dinahosting.com
http://www.martin-busker.de/administrator/help/en-GB/css/Facture/c4d12146ebce8e1684d3542308399779/8fa39dab95edb1b676b638a672278eae/particuliers-45636.php,phishing,,2022-12-27 11:37:10+01:00,,martin-busker.de,
pipl.com/directory/name/Whissell/180,benign,1999-11-28 12:35:11,2024-11-29 13:00:42,2025-11-28 12:35:11,PIPL.COM,"['http://www.godaddy.com', 'https://www.godaddy.com']"
spokeo.com/John+Collet,benign,2006-04-04 22:31:56,2025-03-06 07:35:02,2026-04-04 22:31:56,SPOKEO.COM,"['http://www.enomdomains.com', 'WWW.ENOMDOMAINS.COM']"
http://www.parafiapiaski.pl/index.php?option=com_user&view=remind,defacement,2023-03-21 09:16:23,2025-02-20 18:53:26,2026-03-21 09:16:23,parafiapiaski.pl,
http://fanpage.gr/family/gineka/%ce%b1%cf%85%cf%84%ce%bf%ce%af-%ce%b5%ce%af%ce%bd%ce%b1%ce%b9-%ce%bf%ce%b9-13-%cf%89%cf%81%ce%b1%ce%b9%cf%8c%cf%84%ce%b5%cf%81%ce%bf%ce%b9-%ce%ad%ce%bb%ce%bb%ce%b7%ce%bd%ce%b5%cf%82-%ce%b1%ce%bd-2/,benign,,,,,
faqs.org/copyright/handbook-for-the-individual-or-group-culture-free/,benign,1997-03-11 05:00:00,2021-01-11 21:20:23,2030-03-12 05:00:00,faqs.org,http://www.networksolutions.com
duckduckgo.com/1/c/Roman_Catholic_cathedrals_in_Canada,benign,2007-11-11 17:24:08,2024-05-24 06:18:31,2025-06-23 03:59:59,DUCKDUCKGO.COM,http://www.namecheap.com
alexpay2.beget.tech,phishing,2016-08-29 09:01:43,2024-08-17 04:48:58,2025-08-29 23:59:59,BEGET.TECH,"['https://beget.com', 'www.beget.com']"
http://worldoftanks.ru/ru/content/guide/payments_instruction/mobile-payments-rostelekom-ural-utel/,benign,2009-04-01 20:00:00,,2026-04-01 21:00:00,WORLDOFTANKS.RU,
http://www.artedesignsas.it/catalogo.html?page=shop.browse&category_id=14,defacement,2013-04-29 11:43:34,2025-04-30 00:30:30,2025-04-29 00:00:00,artedesignsas.it,
en.wikipedia.org/wiki/Lloyd_Bacon,benign,2001-01-13 00:12:14,2024-12-17 09:19:05,2026-01-13 00:12:14,wikipedia.org,http://www.markmonitor.com
http://serverfault.com/questions/682832/squid-transparent-https-certificate-error-ssl-error-bad-cert-domain,benign,2009-03-15 03:13:53,2025-03-11 05:21:33,2026-03-15 03:13:53,SERVERFAULT.COM,"['http://cscdbs.com', 'www.cscprotectsbrands.com']"
http://www.viamanaus.com.br/index.php?option=com_wrapper&view=wrapper&Itemid=297,defacement,2004-12-15 00:00:00,2024-11-22 00:00:00,2026-12-15 00:00:00,viamanaus.com.br,
ciajfk.com/harold.html,benign,1997-01-17 05:00:00,2025-01-13 13:46:28,2026-01-18 05:00:00,CIAJFK.COM,http://www.namecheap.com
http://www.protect-effect.nl/diensten/62-telefonie,defacement,1999-05-07 00:00:00,2020-03-18 00:00:00,,protect-effect.nl,
indyweek.com/artery/archives/2011/10/07/come-back-to-the-1980s-at-the-escapism-film-festival-which-begins-friday,benign,1996-10-09 04:00:00,2025-04-03 04:07:08,2026-05-03 03:59:59,INDYWEEK.COM,"['http://www.cloudflare.com', 'https://www.cloudflare.com']"
linkedin.com/pub/charles-gariepy/2/642/28,benign,2002-11-02 15:38:11,2024-10-01 11:01:31,2025-11-02 15:38:11,LINKEDIN.COM,http://www.markmonitor.com
http://www.gst-ukraine.com.ua/ukraine/tours/2754-arboretum-alexandria-sofiyivka,defacement,,,,,
facebook.unitedcolleges.net,phishing,,,,,
http://www.bimabn.com/1-configurazione-supporto-apple.store-contatta/c/Apple-id/3d465e25b47e6bc23ae55f5de40e1bb1/,phishing,,,,,
eyeappealoptometry.com/,benign,2007-06-05 17:51:49,2022-09-04 10:26:54,2027-06-05 17:51:49,EYEAPPEALOPTOMETRY.COM,"['http://www.godaddy.com', 'https://www.godaddy.com']"
brophygen.com/,benign,2007-05-14 18:23:23,2022-10-17 18:42:20,2026-05-14 18:23:23,BROPHYGEN.COM,"['http://www.godaddy.com', 'https://www.godaddy.com']"
icehockey.wikia.com/wiki/Dan_Blackburn,benign,2003-12-09 00:08:32,2023-07-25 15:23:13,2026-12-09 00:08:32,WIKIA.COM,"['http://www.tucows.com', 'http://tucowsdomains.com']"
gurufocus.com/news/116068/who-is-the-warren-buffett-of-canada-prem-watsa-of-fairfax-financial-ffh-or-paul-desmarais-of-power-corporation-of-canada-pow,benign,2004-12-11 18:20:12,2021-10-20 20:44:23,2026-12-11 18:20:12,GURUFOCUS.COM,"['http://www.tucows.com', 'http://tucowsdomains.com']"
http://www.bg-ricevimenti.it/index.php/location/osteria-del-molo.html?fontstyle=f-smaller,defacement,2004-03-02 00:00:00,2025-02-16 08:53:30,2026-01-30 00:00:00,bg-ricevimenti.it,
stewstew.com/,benign,2017-03-17 18:06:39,2025-04-27 09:41:14,2025-03-17 18:06:39,STEWSTEW.COM,"['http://www.NameBright.com', 'https://www.NameBright.com']"
livingharvest.com/products/ice-cream-bars,benign,2003-07-04 05:20:17,2022-09-01 21:45:24,2027-07-04 05:20:17,LIVINGHARVEST.COM,"['http://www.godaddy.com', 'https://www.godaddy.com']"
http://icicibank.com/Personal-Banking/offers/offer-detail.page?id=offer-readers-digest-magazine-offer-20150202203953555,benign,1996-07-16 04:00:00,2021-08-04 13:56:08,2026-07-15 04:00:00,ICICIBANK.COM,http://networksolutions.com
http://9779.info/%E5%84%BF%E7%AB%A5%E7%AB%8B%E4%BD%93%E7%BA%B8%E8%B4%B4%E7%94%BB/,malware,2010-06-22 06:38:59,2024-06-26 14:29:21,2025-06-22 06:38:59,9779.info,
bleacherreport.com/articles/300242-doug-harvey-one-of-the-best-ever-to-play-the-game,benign,2005-07-20 02:15:22,2024-06-20 23:23:41,2025-07-20 02:15:22,BLEACHERREPORT.COM,"['http://www.comlaude.com', 'https://www.comlaude.com']"
http://www.boeuf-soufflenheim.com/de.feed?type=rss,defacement,2001-05-23 09:53:24,2024-05-24 07:10:44,2025-05-23 09:53:24,BOEUF-SOUFFLENHEIM.COM,"['http://www.ovh.com', 'https://ovh.com']"
artfacts.net/it/istituzion/ms--muzeum-sztuki-lodz-2724/visione-generale.html,benign,1999-02-10 05:00:00,2024-11-22 17:06:11,2026-02-10 05:00:00,ARTFACTS.NET,"['http://www.meshdigital.com', 'https://www.123-reg.co.uk']"
parsippanysoccerclub.org/,benign,2003-05-05 05:05:11,2024-03-11 02:12:41,2029-05-05 05:05:11,parsippanysoccerclub.org,http://www.networksolutions.com
international.uiowa.edu/services/language/allnet/resources/languages/turkish.asp,benign,1988-03-30 00:00:00,,2027-07-31 00:00:00,UIOWA.EDU,
btscene.eu/verified-search/torrent/franco+piersanti/,benign,,,,btscene.eu,
signature-editions.com/,benign,2000-06-23 18:36:33,2023-06-19 08:25:02,2025-06-23 18:36:33,SIGNATURE-EDITIONS.COM,"['http://www.tucows.com', 'http://tucowsdomains.com']"
en.wikipedia.org/wiki/Blessed_by_a_Broken_Heart,benign,2001-01-13 00:12:14,2024-12-17 09:19:05,2026-01-13 00:12:14,wikipedia.org,http://www.markmonitor.com
http://www.trenker-bestattungen.de/index.php?option=com_content&view=article&id=13&Itemid=14,defacement,,2024-11-04 12:15:13+01:00,,trenker-bestattungen.de,
national.ca/Bold-Thinking/NATIONAL-Publications.aspx,benign,2000-10-26 06:11:56,2024-12-04 21:40:08,2026-01-20 05:00:00,national.ca,ca.godaddy.com
halkbankparaf-para.com,phishing,,,,,
http://motthegioi.vn/the-gioi-cuoi/clip-dai-gia-mac-ca-voi-co-ban-banh-my-185682.html,benign,,,,,
metroactive.com/papers/metro/01.29.98/idiotflesh-9804.html,benign,1995-07-27 04:00:00,2025-04-02 09:36:14,2025-07-26 04:00:00,METROACTIVE.COM,"['http://www.uniregistry.com', 'http://uniregistry.com']"
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FwjfL4fhPp1lPxTZb+%E3%82%A2%E3%83%AA%E3%82%B5%E5%86%8D%E3%81%B3%EF%BC%81%E3%82%A8%E3%83%AD%E3%82%A2%E3%83%8B%E3%83%A1+%23ero+%23douga+%23agesage,benign,2000-01-21 16:28:17,2025-01-17 06:08:06,2026-01-21 16:28:17,TWITTER.COM,"['http://cscdbs.com', 'www.cscprotectsbrands.com']"
http://correios.com.br/para-sua-empresa/comunicacao/certificados-digitais/ajuda-interativa/informacoes-sobre-a-baixa-dos-certificados-a1,benign,1997-10-30 00:00:00,2024-06-12 00:00:00,2028-10-30 00:00:00,correios.com.br,
http://olx.ro/i2/electronice-si-electrocasnice/electrocasnice/masini-de-cusut/gtm.start,benign,2006-03-22 00:00:00,,2025-08-01 00:00:00,olx.ro,
http://www.aba-diagnostic.com/espace-prive/reset.html,defacement,2007-04-23 14:47:18,2025-04-24 07:21:50,2026-04-23 14:47:18,ABA-DIAGNOSTIC.COM,"['http://www.ovh.com', 'https://ovh.com']"
msn.foxsports.com/nhl/player/yann-sauve/720461,benign,1998-08-10 04:00:00,2022-09-20 21:15:15,2027-08-09 04:00:00,FOXSPORTS.COM,"['http://gcd.com', 'https://gcd.com']"
hallmark.businessgreetings.com/,benign,1997-11-20 05:00:00,2024-03-26 16:33:45,2025-11-19 05:00:00,BUSINESSGREETINGS.COM,"['http://www.comlaude.com', 'https://www.comlaude.com']"
musicstack.com/records-cds/toni+tony+tone,benign,1997-11-05 05:00:00,2022-02-03 02:26:21,2031-11-04 05:00:00,MUSICSTACK.COM,"['http://www.cloudflare.com', 'https://www.cloudflare.com']"
nudecelebsnow.com/tags/1/victoria+justus.htm,benign,,,,,
http://www.paoarapanui.cl/index.php?option=com_contact&view=contact&id=1&Itemid=6,defacement,,,,,
worldwrestlinginsanity.com/am2/publish/ringofhonorlive/roh_sinclair_tv2.shtml,benign,2005-07-18 19:46:15,2024-07-03 08:57:25,2025-07-18 19:46:15,WORLDWRESTLINGINSANITY.COM,http://www.launchpad.com
http://www.designeremdoces.com/components/com_contact/ggdrives/,phishing,,,,,
http://slashdot.org/submission/2916707/facebook-to-include-profile-photos-in-its-facial-recognition-database,benign,1997-10-05 04:00:00,2024-11-18 04:00:49,2027-10-04 04:00:00,slashdot.org,http://www.whois.godaddy.com
facebook.com/people/Yui-Takeshita/100001611015714,benign,1997-03-29 05:00:00,2025-04-23 19:08:37,2034-03-30 04:00:00,FACEBOOK.COM,"['http://www.registrarsafe.com', 'https://www.registrarsafe.com']"
sportsposterwarehouse.com/items_388__grandprixclassicscoll.html,benign,2003-04-10 19:02:51,2024-02-10 08:07:14,2027-04-10 19:02:51,SPORTSPOSTERWAREHOUSE.COM,http://networksolutions.com
padmapper.com/search/apartments/Quebec/Montreal-est/,benign,2008-11-14 05:18:36,2024-04-29 20:40:25,2033-11-14 05:18:36,PADMAPPER.COM,http://www.namecheap.com
mrskin.com/christina-ricci-nude-c868.html,benign,1998-03-23 05:00:00,2025-03-17 14:08:31,2026-03-22 04:00:00,MRSKIN.COM,http://www.namecheap.com
lip-service.com/webzine/tag/post-apocalyptic-fashion/,benign,1998-05-20 04:00:00,2024-05-19 10:53:40,2025-05-19 04:00:00,LIP-SERVICE.COM,"['http://www.godaddy.com', 'https://www.godaddy.com']"
http://www.tiendagnulinux.com.ar/calcomanias-en-vinilo?page=shop.browse&category_id=52,defacement,,,,,
http://chelurao.ru/index.php?option=com_content&view=article&id=9&Itemid=10&lang=ru,defacement,2024-10-22 14:05:49,,2025-10-22 14:05:49,CHELURAO.RU,
linkedin.com/pub/dir/elizabeth/scarborough,benign,2002-11-02 15:38:11,2024-10-01 11:01:31,2025-11-02 15:38:11,LINKEDIN.COM,http://www.markmonitor.com
cqgcr.ca/ang/producer01.php,benign,2004-01-15 17:28:34,2025-04-26 15:01:08,2026-01-15 05:00:00,cqgcr.ca,webnames.ca
